book_id,title,source,has_novel_tag,is_childrens,suspect_tags,tags,is_novel,note
199,"전시디자인, 미술의 발견 : 작품은 어떻게 스토리가 되는가",nlk,FALSE,FALSE,,#전시디자인 #미술과스토리텔링 #공간의의미 #작품해석 #미술관경험,,
200,해파리의 시간은 거꾸로 간다 : 세월의 무게를 덜어 주는 경이로운 노화 과학,nlk,FALSE,FALSE,,#노화과학 #생물학적변화 #세월의무게 #경이로운현상 #시간의흐름,,
202,친애하는 슐츠 씨 : 오래된 편견을 넘어선 사람들,nlk,FALSE,FALSE,,#미국사회 #차별과편견 #탄생의배경 #인권운동 #사회적불평등,,
204,나답게 산다는 것 : 나를 찾고자 하는 이들의 철학수업,nlk,FALSE,FALSE,,#자기성찰 #철학적삶 #인간의가치 #나를찾는여정 #일상철학,,
205,자화상 내 마음을 그리다,nlk,FALSE,FALSE,,#자화상 #심리학 #미술치료 #내면의성찰 #자기초월,,
206,"살아있니, 황금두더지 : 사라져 가는 존재에 대한 기억",nlk,FALSE,FALSE,,#황금두더지 #동물행태 #감각과인식 #미지의존재 #기억과실체,,
208,(조용하고 끈질기게 살아남은) 잡초들의 전략,nlk,FALSE,FALSE,,#생명전략 #식물학 #생존기술 #환경적응 #자연의지혜,,
209,"AGI 시대와 인간의 미래 : 챗GPT 이후의 삶, 일자리 그리고 교육",nlk,FALSE,FALSE,,#AGI시대 #인공지능과일자리 #생성형AI #미래기술과교육 #범용인공지능,,
210,이렇게 누워만 있어도 괜찮을까 : 오늘도 고립의 시간을 살아가는 여성 청년들,nlk,FALSE,FALSE,,#고립청년 #여성청년 #여성고립 #자살위험 #코로나19 #사회적고립 #사회적안전망,,
212,쓸데없는 걱정으로 준비된 체력이 소진되었습니다 : 쉽게 불안해하는 당신을 위한 걱정 끊기의 기술,nlk,FALSE,FALSE,,#불안과정념 #비교와자존감 #심리적패배감 #걱정끊기의기술 #자기수용훈련,,
213,공감사회를 위한 담론들,nlk,FALSE,FALSE,,#사회양극화 #공감사회 #개인과공동체 #자유주의비판 #대안담론 #사회담론,,
214,"외로움의 습격 : 모두, 홀로 남겨질 것이다",nlk,FALSE,FALSE,,#외로움 #사회적고립 #현대인의불안 #인간관계 #사회적안전망 #사회적해법,,
215,(쇼펜하우어의) 고독한 행복,nlk,FALSE,FALSE,,#쇼펜하우어 #고독 #행복의철학 #삶의실체 #내면의평화,,
216,남겨진 것들의 기록 : 유품정리사가 써내려간 떠난 이들의 뒷모습,nlk,FALSE,FALSE,,#고독사와유품정리 #상실의아픔 #삶의마지막 #개인화된삶 #외로움과상실,,
217,세상에서 가장 긴 행복 탐구 보고서 : '행복의 조건'을 찾는 하버드의 연구는 지금도 계속된다,nlk,FALSE,FALSE,,#행복연구 #하버드연구 #성인발달 #행복의조건 #삶의변화,,
218,"가난한 아이들은 어떻게 어른이 되는가 : 빈곤과 청소년, 10년의 기록",nlk,FALSE,FALSE,,#빈곤과불평등 #청소년기 #사회적고립 #가정환경 #청소년빈곤 #청년빈곤 #더나은공동체 #사회적안전망,,
219,고층 입원실의 갱스터 할머니,nlk,FALSE,FALSE,,#루푸스병 #고독한투병 #일상의고통 #존재론적고찰 #할머니의삶,,
220,뭉크의 별이 빛나는 밤 : 고독 속 절규마저 빛나는 순간,nlk,FALSE,FALSE,,#뭉크 #예술가의고독 #고통과창작 #삶과작품 #희망과절망,,
221,내가 누구인지 아는 것이 왜 중요한가 : 그간 외면해온 외로운 나에게 인생을 묻다,nlk,FALSE,FALSE,,#자기인식 #내면탐구 #인간심리 #존재론적질문 #고독과소통,,
222,나에게 진실이라는 거짓을 맹세해,nlk,FALSE,FALSE,,#범죄심리 #진실과거짓 #관계의불안 #노르웨이사회 #인간의심각한면,Y,
225,일생에 한번은 헌법을 읽어라 : 흔들릴 때마다 삶의 중심을 잡아주는 기준에 관하여,nlk,FALSE,FALSE,,#헌법 #법치주의 #국가와법 #정치사상 #법과정치,,
226,완벽이라는 중독 : 불안한 완벽주의자를 위한 심리학,nlk,FALSE,FALSE,,#완벽주의 #불안 #심리학 #자기몰아세움 #정신건강,,
227,생각의 기술 : 바로 써먹는 논리학 사용법,nlk,FALSE,FALSE,,#논리학 #사고력향상 #비판적사고 #소통능력 #인간심리,,
228,기술은 세상을 어떻게 바꾸는가 : 최초의 질문에서 패러다임이 되기까지,nlk,FALSE,FALSE,,#기술의발전 #혁신기술 #기술과사회 #사회적조건 #기술이야기 #명쾌한설명,,
229,가위는 왜 가위처럼 생겼을까,nlk,FALSE,FALSE,,#물리학적원리 #도구의설계 #일상의과학 #인간과도구 #과학적호기심,,
230,"제대로 연습하는 법 : 어학부터 스포츠까지, 인지심리학이 제시하는 배움의 기술",nlk,FALSE,FALSE,,#인지심리학 #배움의기술 #훈련과성장 #심리과학 #기량향상,,
231,"침묵을 배우는 시간 : 말이 넘쳐나는 세상 속, 더욱 빛을 발하는 침묵의 품격",nlk,FALSE,FALSE,,#침묵과소통 #내면의성장 #현대인의고요 #관계의미학 #고요의품격,,
233,빛이 이끄는 곳으로 : 백희성 장편소설,nlk,FALSE,FALSE,,#건축과인간관계 #파리저택미스터리 #기억과공간 #건축가의삶 #집과일상,Y,
234,개미 오디세이 : 운명을 짊어진 개미의 여정,nlk,FALSE,FALSE,,#개미의생태 #곤충학 #군집행위 #생물다양성 #생태계전환,,
235,"(교양인이 알아야 할) 음식의 역사 : 인류는 무엇을 어떻게 먹어왔을까, 그리고 미래에도 그렇게 먹을 수 있을까",nlk,FALSE,FALSE,,#음식의역사 #인류의식습관 #문화와음식 #식습성과사회 #미래의식생활,,
237,"코끼리는 암에 걸리지 않는다 : 삶의 한계에 도전하는 동물들, 그 경이로움에 관하여",nlk,FALSE,FALSE,,#암과질병 #동물의생존 #생태적회복탄력성 #생명과학 #자연의지혜,,
238,텔로미어,nlk,FALSE,FALSE,,#텔로미어 #노화와수명 #생명진화 #세포분열 #염색체과학,Y,
239,상상하는 공학 진화하는 인간 : KAIST 기계공학과 교수들이 들려주는 첨단 기술의 오늘과 내일,nlk,FALSE,FALSE,,#인공지능 #기계공학 #첨단기술 #미래기술 #기술발전,,
240,시간의 지배자 : 사피엔스를 지구의 정복자로 만든 예지의 과학,nlk,FALSE,FALSE,,#인류진화 #예지력 #사피엔스 #과학적탐구 #시간의인과관계,,
241,초연결 학교 : 세상을 품은 학교의 시대가 온다,nlk,FALSE,FALSE,,#초연결학교 #교육의미래 #학교혁신 #지식플랫폼 #세상과의연결,,
242,"왜 읽고 쓰고 걸어야 하는가 : 비고츠키, 진화학, 뇌과학, 마을교육공동체의 만남",nlk,FALSE,FALSE,,#뇌과학 #비고츠키이론 #진화학 #교육공동체 #인간발달,,
243,숨 쉬는 것들은 어떻게든 진화한다 : 변화 가득한 오늘을 살아내는 자연 생태의 힘,nlk,FALSE,FALSE,,#생태진화 #도시생태 #스트레스와생존 #자연적응 #동물행태연구,,
244,(빼앗긴 집중력을 되찾고 당신의 뇌를 최적화할) 깊은 생각의 비밀,nlk,FALSE,FALSE,,#뇌와행동 #깊은사고 #인공지능 #인지심리학 #생각훈련,,
247,균형 잡힌 뇌 : 인공지능 시대가 버거운 당신에게,nlk,FALSE,FALSE,,#인공지능 #현대인의불안 #공감의필요 #균형잡힌뇌 #삶의균형,,
248,데드 스페이스,nlk,FALSE,FALSE,,#인공지능의진화 #미래우주시대 #기업의횡포 #인간과기계 #공진화,Y,
249,"철학으로 돌파하라 : 변화의 시대, 불안을 기대로 바꿔줄 43가지 지혜의 도구",nlk,FALSE,FALSE,,#불안과정념 #변화의철학 #사회문제와철학 #기회와위기 #미래사고,,
250,나는 언제나 늙기를 기다려왔다,nlk,FALSE,FALSE,,#노년의시간 #시간의흐름 #자기성찰 #늙음에대한인식 #생애의전환점,,
251,스테로이드 인류 : 기적과 죽음의 연대기,nlk,FALSE,FALSE,,#스테로이드 #호르몬 #의약역사 #기적과죽음 #실험과치험,,
253,100가지 물건으로 보는 우주의 역사 : NASA 과학자가 선정한 인류의 지혜로운 도구들,nlk,FALSE,FALSE,,#우주역사 #과학의물리학 #천체관측 #NASA #인문과학,,
254,감상의 심리학 : 예술 작품을 볼 때 머릿속에서는 무슨일이 벌어질까?,nlk,FALSE,FALSE,,#예술심리학 #뇌와행동 #감상과인식 #감상의심리학,,
256,대화를 한다는 것,nlk,FALSE,FALSE,,#대화의미 #경청의기술 #인간관계의심리학 #의사소통방식 #침묵의의미,,
257,AI 시대 창의적 인간 : 인간은 어떻게 인공지능과 공존할 것인가,nlk,FALSE,FALSE,,#AI시대 #창의적인간 #크리지먼트 #인간과AI의협력 #창의성확장 #새로운지평,,
259,AI를 압도하는 내면 경쟁력 : 나의 가능성을 발견하는 7가지 인간다움의 힘,nlk,FALSE,FALSE,,#인공지능과인간 #내면의힘 #내면경쟁력 #인간다움 #심리학,,
260,"꽃을 공부합니다 : 가드너의 꽃, 문화, 그리고 과학 이야기",nlk,FALSE,FALSE,,#꽃과생태 #식물과학 #문화와생명 #가드너의탐구 #생명의다양성,,
261,다정함이 인격이다 : 임상심리전문가 김선희가 전하는 다정함의 심리학,nlk,FALSE,FALSE,,#다정함 #다정함의심리학 #다정한관계 #인간관계 #상담심리,,
262,경이로운 한국인,nlk,FALSE,FALSE,,#한국인 #문화관찰 #일상의미 #사회심리 #배려의식,,
265,노화도 설계하는 시대가 온다 : AI와 바이오 혁명이 바꾸는 노화의 미래,nlk,FALSE,FALSE,,#AI기술 #바이오혁신 #노화연구 #유전자편집 #생명과학,,
266,먼저 온 미래 : AI 이후의 세계를 경험한 사람들,nlk,FALSE,FALSE,,#인공지능의영향 #바둑과인공지능 #AI시대 #기술과인간 #논픽션르포,,
267,젊음의 나라 : 손원평 장편소설,nlk,FALSE,FALSE,,#청년문제 #세대갈등 #미래사회 #노인복지 #공동체,Y,
268,바닥짐 위의 행복 : 이것이 진정한 행복이다,nlk,FALSE,FALSE,,#행복의미 #내면의태도 #삶의의미 #정신적행복 #실존적행복,,
269,최재천의 희망 수업 : 그럼에도 오늘을 살아가고 내일을 꿈꿔야 하는 이유,nlk,FALSE,FALSE,,#통섭형인재 #희망과가치 #희망수업 #생태적삶 #생태적전환,,
270,내 생의 가장 아름다운 완성 : 나이 듦과 웰에이징에 관한 9인 교수들의 행복 예찬,nlk,FALSE,FALSE,,#웰에이징 #나이듦 #행복론 #노년의삶 #성숙의길,,
271,"행복 호르몬 : 무기력, 불안, 우울, 고통을 극복하는 내 안의 힘",nlk,FALSE,FALSE,,#뇌와행동 #신체심리학 #임상심리학 #현대인의불안 #행복호르몬 #일상속작은변화 #일상의행복,,
272,단단한 행복 : 아리스토텔레스에게 배우는 행복에 관한 철학 수업,nlk,FALSE,FALSE,,#아리스토텔레스 #행복의철학 #가치있는삶 #본질적행복 #영혼의성장,,
273,아주 오래된 행복론,nlk,FALSE,FALSE,,#행복론 #알랭 #철학적단상 #습관의힘 #프로포,,
274,회복탄력성의 뇌과학 : 하버드대 의사가 알려주는 5가지 회복탄력성 리셋 버튼,nlk,FALSE,FALSE,,#뇌과학 #회복탄력성 #스트레스관리 #심리적회복 #건강한습관,,
275,파이어드 : 부의 해방일지,nlk,FALSE,FALSE,,#경제적자유 #파이어족 #불확실한시대 #행복의가치 #경제적독립,,
276,파란색 미술관 : 감정에 푸른 물결을 일으킨 15인의 화가들,nlk,FALSE,FALSE,,#파란색미술 #감성미술 #현실과환상 #예술가와감정 #색채심리,,
277,내게 남은 스물다섯 번의 계절 : 슈테판 셰퍼 소설,nlk,FALSE,FALSE,,#스물다섯 #트라우마 #괴짜농부 #회복 #인간관계,,
278,고흐로 읽는 심리수업,nlk,FALSE,FALSE,,#고흐 #심리분석 #예술과정신 #자기성찰 #감정의탐구,,
279,미래를 여행하는 회의주의자를 위한 안내서 : 오늘의 과학으로 내일을 상상하는 법,nlk,FALSE,FALSE,,#미래예측 #미래기술 #과학적상상 #미래학 #더나은미래,,
280,영원을 향하여 : 안톤 허 장편소설,nlk,FALSE,FALSE,,#불멸 #영원 #과학과윤리 #기억과정체성 #근미래사회,Y,
281,구멍 난 세계 : 우리 세계에 뚫린 구멍에 관한 이야기,nlk,FALSE,FALSE,,#상실의고통 #기행문 #아프리카여행 #삶의구멍 #무기력감,,
282,낯섦과 공존 : AI 시대의 세계관 확장 수업,nlk,FALSE,FALSE,,#AI시대 #세계관확장 #낯선기술 #공존의방식 #기술과인간,,
283,나는 다시 나를 설계하기로 했다 : 독일 최고의 멘탈 코치가 증명한 생각·행동·습관 설계의 핵심 52,nlk,FALSE,FALSE,,#습관설계 #뇌과학과행동 #자기계발 #멘탈코칭 #개인정신,,
285,철학자 16인의 인생수업 : MBTI로 만나는 각양각색 인생 답안지,nlk,FALSE,FALSE,,#철학입문 #MBTI #인생의방향 #철학자와인생 #소크라테스,,
286,빛을 먹는 존재들 : 온몸으로 경험하고 세상에 파고드는 식물지능의 경이로운 세계,nlk,FALSE,FALSE,,#식물지능 #계략과생존 #생태계의소통 #환경과학 #계통발달,,
287,코다 : 내가 살아가는 두 세계,nlk,FALSE,FALSE,,#청인 #가족의소통 #감각의차이 #농인부모 #소통과이해,,
288,노 피플 존 : 정이현 소설,nlk,FALSE,FALSE,,#관계의고립 #도시의욕망 #모순적감정 #사회구조 #일상의균열,Y,
289,브랜드 코드 : 베타라이프 : 일상에서 답을 찾는 브랜딩 인사이트,nlk,FALSE,FALSE,,#브랜딩 #베타라이프 #일상브랜딩 #컨설팅 #완벽추구,,
290,잠시 멈춤 : 논쟁은 줄이고 소통은 더하는 대화의 원칙,nlk,FALSE,FALSE,,#대화의원칙 #소통의기술 #갈등해결 #경청의미 #관계의심리학,,
291,"호랑이는 숲에 살지 않는다 : 멸종, 공존 그리고 자연의 질서에 관한 이야기",nlk,FALSE,FALSE,,#호랑이보전 #생태계파괴 #공존과생명 #보전생물학 #자연의질서,,
292,넥스트 씽킹 : 노벨물리학상 수상자의 사고 대전환 프로젝트,nlk,FALSE,FALSE,,#정보의신뢰 #사고의전환 #확증편향 #과학적사고법,,
293,茶가일상 : 차 한잔에 이렇게 재미있는 역사·문화·예술·영화 스토리가?,nlk,FALSE,FALSE,,#차의역사 #차이야기 #아편전쟁 #영화와차 #차덕후 #음식문화,,
31,슬픔의 물리학,notion,TRUE,FALSE,,#고통과공감 #삶의회복 #가족의상실 #문학적고찰 #소설,,
76,반대편 사람 주의,notion,TRUE,FALSE,,#우울증 #인간관계 #삶의회복 #마음의고통 #소설,,
152,인터메초,notion,TRUE,FALSE,,#현대인의불안 #형제관계 #인간관계 #상실이후의삶 #변화와회복 #소설,,
153,셔터우의 세 자매,notion,TRUE,FALSE,,#중국문학 #세자매 #가족드라마 #역사적배경 #사회비판 #소설,,
176,공룡의 이동 경로 : 김화진 소설,nlk,TRUE,FALSE,,#인간관계 #소설 #마음의이동 #글쓰기 #관계의복잡성,,
178,좋은 엄마 학교,nlk,TRUE,FALSE,,#감시사회 #엄마의정체성 #기술통제 #사회적압박 #디스토피아문학 #소설,,
188,노숙 인생,nlk,TRUE,FALSE,,#노숙인 #현대인의고립 #기술과인간관계 #생존과존엄 #사회적불평등 #소설,,
211,윈터 씨의 해빙기 : 슈테판 쿨만 장편소설,nlk,TRUE,FALSE,,#상실과회복 #인간관계 #마음의고립 #사랑과관계 #인생의갈등 #소설,,
1,사과하려 했는데,notion,FALSE,TRUE,,#미안함 #가족의관계 #어린이문학 #감정탐구 #성장소설,,
6,오징어땅콩전,notion,FALSE,TRUE,,#오징어땅콩 #전쟁이야기 #어린이문학 #이야기의힘 #상상력,,
9,눈물도감,notion,FALSE,TRUE,,#눈물과감정 #자연과학어린이 #감정의미 #어린이문학 #눈물의과학,,
36,꽃무늬 원피스를 입은 소년,notion,FALSE,TRUE,,#소년의일상 #꽃무늬의미 #어린이문학 #감성적이야기 #평범함의예술,,
46,할매 꽃바지,notion,FALSE,TRUE,,#할머니와꽃 #어린이문학 #일상의소중함 #가족의사랑 #회상과기억,,
48,싫으니까 싫어,notion,FALSE,TRUE,,#싫음의감정 #어린이문학 #유령과눈사람 #감정표현 #인간관계,,
63,나는 커다란 나무였으나,notion,FALSE,TRUE,,#어린이문학 #요정과나무 #자연과상상력 #심리적성장 #꿈과정체,,
65,세상에서 가장 예쁜 선물,notion,FALSE,TRUE,,#엄마의선물 #어린이문학 #가족의사랑 #감성그림책 #생일의기쁨,,
105,안데르센의 마지막 선물,notion,FALSE,TRUE,,#안데르센동화 #19세기유럽 #어린이문학 #마법과상상력 #기억과선물,,
107,친절한 땅콩 호텔,notion,FALSE,TRUE,,#인간관계 #호텔의일상 #자녀와의소통 #감성적교감 #어린이문학,,
111,마나의 편지,notion,FALSE,TRUE,,#마나의편지 #어린이문학 #사계절이야기 #복숭아친구들 #달콤한상상,,
121,서랍 정리하는 날,notion,FALSE,TRUE,,#추억의물건 #어린이문학 #일상의소중함 #그림책 #기억과정렬,,
123,커다란 트럭에 이삿짐을 가득 실어요,notion,FALSE,TRUE,,#이삿짐 #어린이문학 #일상의행복 #텃밭과빵,,
144,그때 그게 거기 있었어,notion,FALSE,TRUE,,#일상의모순 #낯선마음 #어린이문학 #현대인의불안 #상실과회복,,
145,나무주연상,notion,FALSE,TRUE,,#나무의성장 #어린이문학 #가정의소중함 #자연과교감,,
