"book_id","title","source","tag","action","proposed_tag","note"
"96","노바디스 걸","notion","#권력남용","검토","",""
"96","노바디스 걸","notion","#정신적외상","검토","",""
"97","조각나고 찢긴,","notion","#가부장제","유지","",""
"97","조각나고 찢긴,","notion","#메두사","검토","",""
"97","조각나고 찢긴,","notion","#뱀파이어","검토","",""
"97","조각나고 찢긴,","notion","#여성해방","검토","",""
"98","왜 극우는 기후위기를 부정하는가","notion","#극우주의","검토","",""
"98","왜 극우는 기후위기를 부정하는가","notion","#기후위기","유지","",""
"98","왜 극우는 기후위기를 부정하는가","notion","#정치적편향","검토","",""
"98","왜 극우는 기후위기를 부정하는가","notion","#성장경제","검토","",""
"98","왜 극우는 기후위기를 부정하는가","notion","#환경정책","검토","",""
"99","바로크의 로마","notion","#바로크예술","검토","",""
"99","바로크의 로마","notion","#로마역사","검토","",""
"99","바로크의 로마","notion","#예술과종교","검토","",""
"99","바로크의 로마","notion","#17세기미술","검토","",""
"99","바로크의 로마","notion","#문화와예술","유지","",""
"100","근접한 세계","notion","#윤리적딜레마","검토","",""
"100","근접한 세계","notion","#한국사회","검토","",""
"100","근접한 세계","notion","#일본사회","검토","",""
"100","근접한 세계","notion","#서구문학","검토","",""
"100","근접한 세계","notion","#사회적관계","유지","",""
"101","만약 세상에서 까마귀가 사라진다면","notion","#까마귀","검토","",""
"101","만약 세상에서 까마귀가 사라진다면","notion","#생태계","유지","",""
"101","만약 세상에서 까마귀가 사라진다면","notion","#생태계파괴","유지","",""
"101","만약 세상에서 까마귀가 사라진다면","notion","#기후위기","유지","",""
"101","만약 세상에서 까마귀가 사라진다면","notion","#생명존중","검토","",""
"102","건강 구독 사회","notion","#건강구독사회","검토","",""
"102","건강 구독 사회","notion","#항산화디톡스","검토","",""
"102","건강 구독 사회","notion","#영양제섭취","검토","",""
"102","건강 구독 사회","notion","#건강관리루틴","검토","",""
"102","건강 구독 사회","notion","#기술과건강","검토","",""
"103","좋은 삶을 위해 죽음을 묻다","notion","#죽음과삶","검토","",""
"103","좋은 삶을 위해 죽음을 묻다","notion","#철학적사고","유지","",""
"103","좋은 삶을 위해 죽음을 묻다","notion","#삶의의미","유지","",""
"103","좋은 삶을 위해 죽음을 묻다","notion","#죽음에대한관념","검토","",""
"103","좋은 삶을 위해 죽음을 묻다","notion","#인생의방향","유지","",""
"104","삶의 끝에서 만난 수업","notion","#삶의의미","유지","",""
"104","삶의 끝에서 만난 수업","notion","#죽음과철학","검토","",""
"104","삶의 끝에서 만난 수업","notion","#실존적고민","검토","",""
"104","삶의 끝에서 만난 수업","notion","#해체주의사상","검토","",""
"104","삶의 끝에서 만난 수업","notion","#변증법적성찰","검토","",""
"105","안데르센의 마지막 선물","notion","#안데르센동화","검토","",""
"105","안데르센의 마지막 선물","notion","#19세기유럽","검토","",""
"105","안데르센의 마지막 선물","notion","#어린이문학","유지","",""
"105","안데르센의 마지막 선물","notion","#마법과상상력","검토","",""
"105","안데르센의 마지막 선물","notion","#기억과선물","검토","",""
"106","전업자녀","notion","#전업자녀","검토","",""
"106","전업자녀","notion","#가족경제","검토","",""
"106","전업자녀","notion","#세대갈등","유지","",""
"106","전업자녀","notion","#사회경제적불평등","검토","",""
"106","전업자녀","notion","#미래의삶","검토","",""
"107","친절한 땅콩 호텔","notion","#사회적관계","유지","",""
"107","친절한 땅콩 호텔","notion","#호텔의일상","검토","",""
"107","친절한 땅콩 호텔","notion","#자녀와의소통","검토","",""
"107","친절한 땅콩 호텔","notion","#감성적교감","유지","",""
"107","친절한 땅콩 호텔","notion","#어린이문학","유지","",""
"108","소유하기, 소유되기","notion","#소유와노예","검토","",""
"108","소유하기, 소유되기","notion","#현대사회와소유","검토","",""
"108","소유하기, 소유되기","notion","#율라비스작품","검토","",""
"108","소유하기, 소유되기","notion","#김명남옮김","검토","",""
"108","소유하기, 소유되기","notion","#물물교환의미","검토","",""
"109","패티(Patti)","notion","#개인주의","검토","",""
"109","패티(Patti)","notion","#미국사회","유지","",""
"109","패티(Patti)","notion","#여성예술가","검토","",""
"109","패티(Patti)","notion","#자기성찰","유지","",""
"109","패티(Patti)","notion","#문화와예술","유지","",""
"110","언어의 본질","notion","#언어의본질","유지","",""
"110","언어의 본질","notion","#언어철학","치환","#철학",""
"110","언어의 본질","notion","#의식과언어","검토","",""
"110","언어의 본질","notion","#의미와표상","검토","",""
"110","언어의 본질","notion","#언어의사회적기능","검토","",""
"111","마나의 편지","notion","#마나의편지","검토","",""
"111","마나의 편지","notion","#어린이문학","유지","",""
"111","마나의 편지","notion","#사계절이야기","검토","",""
"111","마나의 편지","notion","#복숭아친구들","검토","",""
"111","마나의 편지","notion","#달콤한상상","검토","",""
"112","한용운·신채호","notion","#한용운신채호","검토","",""
"112","한용운·신채호","notion","#위기사상","검토","",""
"112","한용운·신채호","notion","#전지구적위기","검토","",""
"112","한용운·신채호","notion","#역사적사상","유지","",""
"113","나는 이완용의 글씨가 궁금했다","notion","#이완용","검토","",""
"113","나는 이완용의 글씨가 궁금했다","notion","#한글서예","검토","",""
"113","나는 이완용의 글씨가 궁금했다","notion","#일본과의교류","검토","",""
"113","나는 이완용의 글씨가 궁금했다","notion","#역사적인글씨","검토","",""
"113","나는 이완용의 글씨가 궁금했다","notion","#민족정체성","유지","",""
"114","구름 사람들","notion","#구름사람들","검토","",""
"114","구름 사람들","notion","#빈민가","검토","",""
"114","구름 사람들","notion","#가난의상상","검토","",""
"114","구름 사람들","notion","#불평등사회","유지","",""
"114","구름 사람들","notion","#문학작품","검토","",""
"115","월급 받으려다 죽다","notion","#월급쟁이의고통","검토","",""
"115","월급 받으려다 죽다","notion","#일터의문제","검토","",""
"115","월급 받으려다 죽다","notion","#심리적고립","검토","",""
"115","월급 받으려다 죽다","notion","#노동과정신","검토","",""
"115","월급 받으려다 죽다","notion","#기업문화비판","검토","",""
"116","맹세를 깬 자들","notion","#중세역사","검토","",""
"116","맹세를 깬 자들","notion","#배반의역사","검토","",""
"116","맹세를 깬 자들","notion","#유럽의기원","검토","",""
"116","맹세를 깬 자들","notion","#경계의역사","검토","",""
"116","맹세를 깬 자들","notion","#역사의재해석","검토","",""
"117","식물성 도시 피토폴리스","notion","#식물성도시","검토","",""
"117","식물성 도시 피토폴리스","notion","#피토폴리스","검토","",""
"117","식물성 도시 피토폴리스","notion","#생태건축","검토","",""
"117","식물성 도시 피토폴리스","notion","#미래도시","검토","",""
"117","식물성 도시 피토폴리스","notion","#환경기술","검토","",""
"118","쇳돌","notion","#광산노동자","검토","",""
"118","쇳돌","notion","#잊힌삶","검토","",""
"118","쇳돌","notion","#노동과사회","검토","",""
"118","쇳돌","notion","#산업과인간","검토","",""
"118","쇳돌","notion","#생명의정당","검토","",""
"119","미국은 왜 전쟁을 멈추지 못하는가","notion","#미국외교","유지","",""
"119","미국은 왜 전쟁을 멈추지 못하는가","notion","#군산복합체","검토","",""
"119","미국은 왜 전쟁을 멈추지 못하는가","notion","#방산로비","검토","",""
"119","미국은 왜 전쟁을 멈추지 못하는가","notion","#국제안보","유지","",""
"119","미국은 왜 전쟁을 멈추지 못하는가","notion","#911테러","검토","",""
"119","미국은 왜 전쟁을 멈추지 못하는가","notion","#국제질서","유지","",""
"120","서방의 패배","notion","#서구사회","검토","",""
"120","서방의 패배","notion","#패배의이유","검토","",""
"120","서방의 패배","notion","#정치적경제사","검토","",""
"120","서방의 패배","notion","#도구적분석","검토","",""
"120","서방의 패배","notion","#지능과전쟁","검토","",""
"121","서랍 정리하는 날","notion","#추억의물건","검토","",""
"121","서랍 정리하는 날","notion","#어린이문학","유지","",""
"121","서랍 정리하는 날","notion","#일상의소중함","유지","",""
"121","서랍 정리하는 날","notion","#그림책","검토","",""
"121","서랍 정리하는 날","notion","#기억과정렬","검토","",""
"122","AI 제국: 권력, 자본, 노동","notion","#AI제국","유지","",""
"122","AI 제국: 권력, 자본, 노동","notion","#AI비판","유지","",""
"122","AI 제국: 권력, 자본, 노동","notion","#권력과자본","검토","",""
"122","AI 제국: 권력, 자본, 노동","notion","#빅테크의횡포","유지","",""
"122","AI 제국: 권력, 자본, 노동","notion","#기술패권","유지","",""
"123","커다란 트럭에 이삿짐을 가득 실어요","notion","#이삿짐","검토","",""
"123","커다란 트럭에 이삿짐을 가득 실어요","notion","#어린이문학","유지","",""
"123","커다란 트럭에 이삿짐을 가득 실어요","notion","#일상의행복","유지","",""
"123","커다란 트럭에 이삿짐을 가득 실어요","notion","#텃밭과빵","검토","",""
"124","공원의 탄생","notion","#센트럴파크","검토","",""
"124","공원의 탄생","notion","#도시계획","검토","",""
"124","공원의 탄생","notion","#자연과도시","검토","",""
"125","포식자들의 시간","notion","#인공지능","유지","",""
"125","포식자들의 시간","notion","#AI권력","유지","",""
"125","포식자들의 시간","notion","#정치적포식자","검토","",""
"125","포식자들의 시간","notion","#기술패권과정치","유지","",""
"125","포식자들의 시간","notion","#빅테크비판","유지","",""
"125","포식자들의 시간","notion","#극우정치","유지","",""
"126","고조리서에서 찾은 주안상","notion","#고조리서","검토","",""
"126","고조리서에서 찾은 주안상","notion","#주안상","검토","",""
"126","고조리서에서 찾은 주안상","notion","#정월보름음식","검토","",""
"126","고조리서에서 찾은 주안상","notion","#한국의음식문화","검토","",""
"126","고조리서에서 찾은 주안상","notion","#역사속식생활","검토","",""
"127","중요한 몸","notion","#몸의철학","검토","",""
"127","중요한 몸","notion","#생물학적존재","검토","",""
"127","중요한 몸","notion","#정체성탐구","유지","",""
"127","중요한 몸","notion","#신체경험","검토","",""
"128","야만 시대의 귀환","notion","#야만시대","검토","",""
"128","야만 시대의 귀환","notion","#미국패권","검토","",""
"128","야만 시대의 귀환","notion","#정치적퇴행","검토","",""
"128","야만 시대의 귀환","notion","#사회불안","검토","",""
"128","야만 시대의 귀환","notion","#국제질서","유지","",""
"129","끔찍한 샐러드","notion","#유머와반전","검토","",""
"129","끔찍한 샐러드","notion","#대중문화의변주","검토","",""
"129","끔찍한 샐러드","notion","#일상의재발견","검토","",""
"129","끔찍한 샐러드","notion","#상상력","유지","",""
"129","끔찍한 샐러드","notion","#식문화와삶","검토","",""
"130","제국의 오케스트라","notion","#제국주의","유지","",""
"130","제국의 오케스트라","notion","#음악과정치","검토","",""
"130","제국의 오케스트라","notion","#역사적필하모닉","검토","",""
"130","제국의 오케스트라","notion","#권력의공생","검토","",""
"130","제국의 오케스트라","notion","#문화유산과갈등","검토","",""
"131","마지막 홍콩배우 양조위","notion","#양조위","검토","",""
"131","마지막 홍콩배우 양조위","notion","#홍콩영화","검토","",""
"131","마지막 홍콩배우 양조위","notion","#영화의인문학","검토","",""
"131","마지막 홍콩배우 양조위","notion","#한국예술","검토","",""
"131","마지막 홍콩배우 양조위","notion","#배우의삶","유지","",""
"132","너무 희미한 존재들","notion","#성장강요","검토","",""
"132","너무 희미한 존재들","notion","#은둔청년","검토","",""
"132","너무 희미한 존재들","notion","#사회적고립","유지","",""
"132","너무 희미한 존재들","notion","#세대갈등","유지","",""
"132","너무 희미한 존재들","notion","#사회적안전망","유지","",""
"133","어번던스","notion","#경쟁과불평등","검토","",""
"133","어번던스","notion","#미국사회의쇠퇴","검토","",""
"133","어번던스","notion","#정치사회재건","검토","",""
"133","어번던스","notion","#대안적삶","검토","",""
"134","고서의 은밀한 매력","notion","#고서의매력","검토","",""
"134","고서의 은밀한 매력","notion","#역사적가치","검토","",""
"134","고서의 은밀한 매력","notion","#고서의보존","검토","",""
"134","고서의 은밀한 매력","notion","#책과문화","검토","",""
"134","고서의 은밀한 매력","notion","#문헌연구","검토","",""
"135","공중의 복화술","notion","#시의언어","검토","",""
"135","공중의 복화술","notion","#김혜순작가","검토","",""
"135","공중의 복화술","notion","#시학의탐구","검토","",""
"135","공중의 복화술","notion","#작가의윤리","검토","",""
"135","공중의 복화술","notion","#죽음의시인","검토","",""
"136","조선의 대학로","notion","#조선시대교육","유지","",""
"136","조선의 대학로","notion","#성균관유생","검토","",""
"136","조선의 대학로","notion","#시험제도","검토","",""
"136","조선의 대학로","notion","#학문사회","검토","",""
"137","내 작은 숲속 오두막으로","notion","#오두막","검토","",""
"137","내 작은 숲속 오두막으로","notion","#은둔생활","검토","",""
"137","내 작은 숲속 오두막으로","notion","#자기성찰","유지","",""
"137","내 작은 숲속 오두막으로","notion","#삶의방향","검토","",""
"137","내 작은 숲속 오두막으로","notion","#고요한삶","검토","",""
"138","제발 넘기지 마!","notion","#미안함의상처","검토","",""
"138","제발 넘기지 마!","notion","#자존감","검토","",""
"138","제발 넘기지 마!","notion","#청소년","유지","",""
"138","제발 넘기지 마!","notion","#관계의힘","검토","",""
"139","미국주식 슈퍼 2등 전쟁","notion","#미국주식시장","검토","",""
"139","미국주식 슈퍼 2등 전쟁","notion","#주식투자전략","검토","",""
"139","미국주식 슈퍼 2등 전쟁","notion","#엔비디아","검토","",""
"139","미국주식 슈퍼 2등 전쟁","notion","#2등기업","검토","",""
"139","미국주식 슈퍼 2등 전쟁","notion","#주식슈퍼전쟁","검토","",""
"140","재미의 조건","notion","#영화의조건","검토","",""
"140","재미의 조건","notion","#류승완의작품","검토","",""
"140","재미의 조건","notion","#스크린의인문학","검토","",""
"140","재미의 조건","notion","#창작의욕망","검토","",""
"140","재미의 조건","notion","#예술가세계","검토","",""
"141","눈에 보이지 않는 전쟁과 돈의 역사","notion","#전쟁과돈","검토","",""
"141","눈에 보이지 않는 전쟁과 돈의 역사","notion","#돈의흐름","검토","",""
"141","눈에 보이지 않는 전쟁과 돈의 역사","notion","#폭력과전쟁","검토","",""
"141","눈에 보이지 않는 전쟁과 돈의 역사","notion","#전쟁의역사","검토","",""
"141","눈에 보이지 않는 전쟁과 돈의 역사","notion","#돈의역사","검토","",""
"141","눈에 보이지 않는 전쟁과 돈의 역사","notion","#국제질서","유지","",""
"142","상실","notion","#상실의식","검토","",""
"142","상실","notion","#인간의고독","유지","",""
"142","상실","notion","#현대인의불안","유지","",""
"142","상실","notion","#일상의상처","검토","",""
"142","상실","notion","#기억과상실","유지","",""
"143","언보틀드","notion","#수돗물불신","검토","",""
"143","언보틀드","notion","#생수산업","검토","",""
"143","언보틀드","notion","#물파산","검토","",""
"143","언보틀드","notion","#부의불평등","검토","",""
"143","언보틀드","notion","#소비자의윤리","검토","",""
"144","그때 그게 거기 있었어","notion","#일상의모순","검토","",""
"144","그때 그게 거기 있었어","notion","#낯선마음","검토","",""
"144","그때 그게 거기 있었어","notion","#어린이문학","유지","",""
"144","그때 그게 거기 있었어","notion","#현대인의불안","유지","",""
"144","그때 그게 거기 있었어","notion","#상실과회복","유지","",""
"145","나무주연상","notion","#나무의성장","검토","",""
"145","나무주연상","notion","#어린이문학","유지","",""
"145","나무주연상","notion","#가정의소중함","검토","",""
"145","나무주연상","notion","#자연과교감","검토","",""
"146","오종찬 기자의 Oh! 컷","notion","#사진의인문학","유지","",""
"146","오종찬 기자의 Oh! 컷","notion","#문화와예술","유지","",""
"146","오종찬 기자의 Oh! 컷","notion","#20년차기자","검토","",""
"146","오종찬 기자의 Oh! 컷","notion","#빛나는순간","검토","",""
"147","보이지 않는 코끼리","notion","#보이지않는코끼리","검토","",""
"147","보이지 않는 코끼리","notion","#기억과정체","검토","",""
"147","보이지 않는 코끼리","notion","#예술과자아","검토","",""
"147","보이지 않는 코끼리","notion","#몽환적인문학","검토","",""
"148","미국의 우생학","notion","#우생학","검토","",""
"148","미국의 우생학","notion","#미국사회","유지","",""
"148","미국의 우생학","notion","#이민정책","검토","",""
"148","미국의 우생학","notion","#복지정책","검토","",""
"148","미국의 우생학","notion","#과학과정치","검토","",""
"149","겸재 정선","notion","#겸재정선","검토","",""
"149","겸재 정선","notion","#한국화","검토","",""
"149","겸재 정선","notion","#미술사비평","검토","",""
"149","겸재 정선","notion","#고전미술","검토","",""
"150","목수의 연장","notion","#현장과삶","검토","",""
"150","목수의 연장","notion","#기술과학","검토","",""
"150","목수의 연장","notion","#30년","검토","",""
"151","쾌적한 사회의 불쾌함","notion","#쾌적한사회","검토","",""
"151","쾌적한 사회의 불쾌함","notion","#불쾌한경험","검토","",""
"151","쾌적한 사회의 불쾌함","notion","#병든사회","검토","",""
"151","쾌적한 사회의 불쾌함","notion","#불평등사회","유지","",""
"151","쾌적한 사회의 불쾌함","notion","#건강과사회","검토","",""
"152","인터메초","notion","#현대인의불안","유지","",""
"152","인터메초","notion","#형제관계","검토","",""
"152","인터메초","notion","#사회적관계","유지","",""
"152","인터메초","notion","#상실이후의삶","유지","",""
"152","인터메초","notion","#변화와회복","검토","",""
"152","인터메초","notion","#소설","유지","",""
"153","셔터우의 세 자매","notion","#중국문학","검토","",""
"153","셔터우의 세 자매","notion","#세자매","검토","",""
"153","셔터우의 세 자매","notion","#가족드라마","검토","",""
"153","셔터우의 세 자매","notion","#역사적배경","검토","",""
"153","셔터우의 세 자매","notion","#사회비판","검토","",""
"153","셔터우의 세 자매","notion","#소설","유지","",""
"154","불필요한 여자","notion","#여성의일생","검토","",""
"154","불필요한 여자","notion","#전쟁과일상","검토","",""
"154","불필요한 여자","notion","#중동배경","검토","",""
"155","콘서트홀×오케스트라","notion","#콘서트홀","검토","",""
"155","콘서트홀×오케스트라","notion","#오케스트라","검토","",""
"155","콘서트홀×오케스트라","notion","#음악의미학","유지","",""
"155","콘서트홀×오케스트라","notion","#악기와연주","검토","",""
"155","콘서트홀×오케스트라","notion","#음악가의삶","검토","",""
"156","일곱 괴물이 사는 마음","notion","#뇌와행동","유지","",""
"156","일곱 괴물이 사는 마음","notion","#분노와죄","검토","",""
"156","일곱 괴물이 사는 마음","notion","#심리적고통","검토","",""
"156","일곱 괴물이 사는 마음","notion","#생물학적원인","검토","",""
"156","일곱 괴물이 사는 마음","notion","#감정의학","검토","",""
"157","허균의 맛","notion","#조선시대음식","검토","",""
"157","허균의 맛","notion","#역사속식문학","검토","",""
"157","허균의 맛","notion","#문화와예술","유지","",""
"157","허균의 맛","notion","#방풍죽","검토","",""
"158","브레이크넥","notion","#미국사회","유지","",""
"158","브레이크넥","notion","#중국경제","검토","",""
"158","브레이크넥","notion","#시스템충돌","검토","",""
"158","브레이크넥","notion","#변호사의나라","검토","",""
"158","브레이크넥","notion","#엔지니어의나라","검토","",""
"158","브레이크넥","notion","#미중갈등","유지","",""
"158","브레이크넥","notion","#국제질서","유지","",""
"159","트레이딩 게임","notion","#금융시장","검토","",""
"159","트레이딩 게임","notion","#트레이딩","검토","",""
"159","트레이딩 게임","notion","#부의모순","검토","",""
"159","트레이딩 게임","notion","#머니게임","검토","",""
"159","트레이딩 게임","notion","#투자전략","검토","",""
"160","필연적 혼자의 시대","notion","#1인가구","유지","",""
"160","필연적 혼자의 시대","notion","#신자유주의시스템","검토","",""
"160","필연적 혼자의 시대","notion","#사회적고립감","검토","",""
"160","필연적 혼자의 시대","notion","#사회적안전망","유지","",""
"160","필연적 혼자의 시대","notion","#공간과삶","검토","",""
"161","떠난 것은 돌아오지 않는다","notion","#기억과상실","유지","",""
"161","떠난 것은 돌아오지 않는다","notion","#삶의의미","유지","",""
"161","떠난 것은 돌아오지 않는다","notion","#작별과작별","검토","",""
"161","떠난 것은 돌아오지 않는다","notion","#현대인의고독","유지","",""
"161","떠난 것은 돌아오지 않는다","notion","#정신적여정","검토","",""
"162","뇌는 어떻게 변화를 거부하는가","notion","#뇌과학","유지","",""
"162","뇌는 어떻게 변화를 거부하는가","notion","#인지행동","검토","",""
"162","뇌는 어떻게 변화를 거부하는가","notion","#변화저항","검토","",""
"162","뇌는 어떻게 변화를 거부하는가","notion","#심리적장벽","검토","",""
"162","뇌는 어떻게 변화를 거부하는가","notion","#자기조절","유지","",""
"163","얼굴 만들기","notion","#성형기술의역사","검토","",""
"163","얼굴 만들기","notion","#성형수술","검토","",""
"163","얼굴 만들기","notion","#몸과사회","검토","",""
"163","얼굴 만들기","notion","#얼굴되찾기","검토","",""
"163","얼굴 만들기","notion","#성형의역사","검토","",""
"164","천문대에 피아노가 떨어졌다","notion","#천문학","검토","",""
"164","천문대에 피아노가 떨어졌다","notion","#문화와예술","유지","",""
"164","천문대에 피아노가 떨어졌다","notion","#상상력","유지","",""
"164","천문대에 피아노가 떨어졌다","notion","#경계의미학","검토","",""
"165","우주농업","notion","#우주농업","검토","",""
"165","우주농업","notion","#화성농업","검토","",""
"165","우주농업","notion","#생명공학","검토","",""
"165","우주농업","notion","#미래식량","검토","",""
"165","우주농업","notion","#극한환경","검토","",""
"166","트위터 X","notion","#소셜미디어의문제","유지","",""
"166","트위터 X","notion","#트위터의변화","검토","",""
"166","트위터 X","notion","#표현의자유와책임","검토","",""
"166","트위터 X","notion","#디지털시대의윤리","검토","",""
"166","트위터 X","notion","#플랫폼과정치","유지","",""
"167","수상한 단어들의 지도 : 꼬리에 꼬리를 무는 어원의 지적 여정","nlk","#언어의기원","유지","",""
"167","수상한 단어들의 지도 : 꼬리에 꼬리를 무는 어원의 지적 여정","nlk","#어원론","유지","",""
"167","수상한 단어들의 지도 : 꼬리에 꼬리를 무는 어원의 지적 여정","nlk","#단어의역사","검토","",""
"167","수상한 단어들의 지도 : 꼬리에 꼬리를 무는 어원의 지적 여정","nlk","#문화와언어","유지","",""
"167","수상한 단어들의 지도 : 꼬리에 꼬리를 무는 어원의 지적 여정","nlk","#신화와상징","검토","",""
"168","2024 AI 트렌드 : 한발 더 빠르게, 누구보다 깊이 있게 AI로 송두리째 바뀔 세상을 포착하다","nlk","#인공지능","유지","",""
"168","2024 AI 트렌드 : 한발 더 빠르게, 누구보다 깊이 있게 AI로 송두리째 바뀔 세상을 포착하다","nlk","#산업혁신","검토","",""
"168","2024 AI 트렌드 : 한발 더 빠르게, 누구보다 깊이 있게 AI로 송두리째 바뀔 세상을 포착하다","nlk","#AI트렌드","검토","",""
"168","2024 AI 트렌드 : 한발 더 빠르게, 누구보다 깊이 있게 AI로 송두리째 바뀔 세상을 포착하다","nlk","#디지털전환","유지","",""
"169","불타는 작품 : 윤고은 장편소설","nlk","#작품의가치","검토","",""
"169","불타는 작품 : 윤고은 장편소설","nlk","#예술과기획","검토","",""
"169","불타는 작품 : 윤고은 장편소설","nlk","#개와예술","검토","",""
"169","불타는 작품 : 윤고은 장편소설","nlk","#사진작가","검토","",""
"169","불타는 작품 : 윤고은 장편소설","nlk","#기발한상황","검토","",""
"170","시대예보","nlk","#핵개인","검토","",""
"170","시대예보","nlk","#데이터사회","검토","",""
"170","시대예보","nlk","#인공지능","유지","",""
"170","시대예보","nlk","#생애주기","검토","",""
"170","시대예보","nlk","#변화의시대","검토","",""
"171","88번 버스의 기적","nlk","#첫사랑의흔적","검토","",""
"171","88번 버스의 기적","nlk","#기억과시간","검토","",""
"171","88번 버스의 기적","nlk","#일상의기적","검토","",""
"171","88번 버스의 기적","nlk","#세대차이의만남","검토","",""
"171","88번 버스의 기적","nlk","#인간관계의온전함","검토","",""
"172","(일하는 당신을 위한) 최고의 수면법 : 아침이 두렵지 않은 직장인의 꿀잠 루틴","nlk","#현대인의불안","유지","",""
"172","(일하는 당신을 위한) 최고의 수면법 : 아침이 두렵지 않은 직장인의 꿀잠 루틴","nlk","#상실이후의삶","유지","",""
"172","(일하는 당신을 위한) 최고의 수면법 : 아침이 두렵지 않은 직장인의 꿀잠 루틴","nlk","#빈곤과불평등","치환","#불평등사회",""
"172","(일하는 당신을 위한) 최고의 수면법 : 아침이 두렵지 않은 직장인의 꿀잠 루틴","nlk","#뇌와행동","유지","",""
"172","(일하는 당신을 위한) 최고의 수면법 : 아침이 두렵지 않은 직장인의 꿀잠 루틴","nlk","#기술패권과정치","유지","",""
"173","세상은 이야기로 만들어졌다 : 신화·거짓말·유토피아","nlk","#유토피아","검토","",""
"173","세상은 이야기로 만들어졌다 : 신화·거짓말·유토피아","nlk","#신화와전설","검토","",""
"173","세상은 이야기로 만들어졌다 : 신화·거짓말·유토피아","nlk","#미디어의영향","검토","",""
"173","세상은 이야기로 만들어졌다 : 신화·거짓말·유토피아","nlk","#이야기의사회","검토","",""
"174","출근하는 책들 : 읽는 삶은 일하는 삶을 어떻게 구하나","nlk","#일과삶의정체성","검토","",""
"174","출근하는 책들 : 읽는 삶은 일하는 삶을 어떻게 구하나","nlk","#업무의의미","검토","",""
"174","출근하는 책들 : 읽는 삶은 일하는 삶을 어떻게 구하나","nlk","#관성과체념","검토","",""
"174","출근하는 책들 : 읽는 삶은 일하는 삶을 어떻게 구하나","nlk","#자기주도적학습","유지","",""
"174","출근하는 책들 : 읽는 삶은 일하는 삶을 어떻게 구하나","nlk","#공동체와읽기","유지","",""
"175","과학에서 인문학을 만나다 : 챗GPT의 시대 인문학에서 답을 찾다","nlk","#인공지능의윤리","검토","",""
"175","과학에서 인문학을 만나다 : 챗GPT의 시대 인문학에서 답을 찾다","nlk","#기술과인문학","검토","",""
"175","과학에서 인문학을 만나다 : 챗GPT의 시대 인문학에서 답을 찾다","nlk","#챗GPT의시대","검토","",""
"175","과학에서 인문학을 만나다 : 챗GPT의 시대 인문학에서 답을 찾다","nlk","#초지능의가능성","검토","",""
"175","과학에서 인문학을 만나다 : 챗GPT의 시대 인문학에서 답을 찾다","nlk","#인문학적사고","유지","",""
"176","공룡의 이동 경로 : 김화진 소설","nlk","#사회적관계","유지","",""
"176","공룡의 이동 경로 : 김화진 소설","nlk","#소설","유지","",""
"176","공룡의 이동 경로 : 김화진 소설","nlk","#마음의이동","검토","",""
"176","공룡의 이동 경로 : 김화진 소설","nlk","#글쓰기","검토","",""
"176","공룡의 이동 경로 : 김화진 소설","nlk","#관계의복잡성","검토","",""
"177","무질서와 질서 사이에서 : 한 복잡계 물리학자의 이야기","nlk","#복잡계물리학","유지","",""
"177","무질서와 질서 사이에서 : 한 복잡계 물리학자의 이야기","nlk","#물리학의기원","검토","",""
"177","무질서와 질서 사이에서 : 한 복잡계 물리학자의 이야기","nlk","#과학자의경로","검토","",""
"177","무질서와 질서 사이에서 : 한 복잡계 물리학자의 이야기","nlk","#노벨상","검토","",""
"177","무질서와 질서 사이에서 : 한 복잡계 물리학자의 이야기","nlk","#일상의과학","유지","",""
"178","좋은 엄마 학교","nlk","#감시사회","검토","",""
"178","좋은 엄마 학교","nlk","#엄마의정체성","유지","",""
"178","좋은 엄마 학교","nlk","#기술통제","검토","",""
"178","좋은 엄마 학교","nlk","#사회적압박","검토","",""
"178","좋은 엄마 학교","nlk","#디스토피아문학","검토","",""
"178","좋은 엄마 학교","nlk","#소설","유지","",""
"179","혼자가 좋지만 고독사는 걱정입니다 : 누구에게도 의존하지 않고 존엄하게 떠나는 법","nlk","#고독사","검토","",""
"179","혼자가 좋지만 고독사는 걱정입니다 : 누구에게도 의존하지 않고 존엄하게 떠나는 법","nlk","#1인가구","유지","",""
"179","혼자가 좋지만 고독사는 걱정입니다 : 누구에게도 의존하지 않고 존엄하게 떠나는 법","nlk","#존엄한죽음","검토","",""
"179","혼자가 좋지만 고독사는 걱정입니다 : 누구에게도 의존하지 않고 존엄하게 떠나는 법","nlk","#개인적대비책","검토","",""
"180","우세한 책들 : 우리가 사는 세상을 위한 책 읽기","nlk","#사회적문제","검토","",""
"180","우세한 책들 : 우리가 사는 세상을 위한 책 읽기","nlk","#사회학적통찰","검토","",""
"180","우세한 책들 : 우리가 사는 세상을 위한 책 읽기","nlk","#인문학적성찰","검토","",""
"180","우세한 책들 : 우리가 사는 세상을 위한 책 읽기","nlk","#세상탐구","검토","",""
"180","우세한 책들 : 우리가 사는 세상을 위한 책 읽기","nlk","#사회적불안","검토","",""
"181","80억 인류, 가보지 않은 미래 : 한중일 고령화, 서구의 극단주의, 신흥국의 인구폭발까지 세계정세의 대전환을 꿰뚫는 인구통계학의 통찰","nlk","#인구통계학","검토","",""
